user_location,text,label
NOLA - BR,black folk be pissing me off so bad I called them people and talked to them personally. Their team consists of people from Mexico and Philippines origin. Its so sick and twisted that in this climate this whats its turned to. https://t.co/AKJeQaNwim,0
,@PH_Socials Na werey you Dey smoke . You still Dey do ice why you no go cough black blood thing,0
"Quezon City, Philippines",Pinunto ng senadora bahagi ng ating laban para sa kalayaan ang pangangalaga sa kalikasan lalo’t laging dinadaanan ng mga bagyo at nakakaranas ng pagbaha ang ating bansa. | ulat ni Nimfa Asuncion BASAHIN | https://t.co/RU16bEizgY #RP1News #RadyoPilipinas #RadyoPubliko https://t.co/wYuKkYGxfa,0
cat haven,"napaka okay pa natin kanina ba't para bang biglang nagbago ang klima? namamangha sa iyong tinataglay sa'yong kapangyarihan, ako'y bumibigay sobrang mahal kita, sinta oh, patawarin mo na ako https://t.co/keWmvV0hu0",0
,@nicoquejano Pwde rin naman na isipin natin ang unnecessary carbon pollution ng entertainment industry.,1
,@BTrebz @fischldiokno Ingrata?? Basher ka lang na low compre..ikaw yung kabilang sa mga tropang judgemental na akala mo kung sino e wala naman at bobo...alikabok ka lang compare to liza..Kala mo ang linis mo ...,0
,RT @FayePerayaArt: Her smile is the light that brightens cloudy days. Are you ready PH FM in manila? PERAYA SKY ROCKET #Faye1stFMinManila,0
,tangina pag malapit na talaga bday ko kung ano anong sakuna nangyayare sa buhay ko e HAHHAAHAHAHAHAH,0
,RT @bulatlat: IN PHOTOS: Filipino environmental group Kalikasan and fisherfolk group Pambansang Lakas ng Kilusang Mamamalakaya ng Pilipinas…,0
"Davao City, Davao Region","ulan na naman, so cancel ang hookup! pero since bembang and cuddle weather, taga vjaks na lang chz! #alter #alterdavao #davaoalter",1
,"RT @shuveegwinner: Nalungkot kayo kasi undesirable housemate na nga sa loob ng bahay ang in heat queen nyo, tapos pagdating sa labas undesi…",0
,"【m3.0】LEYTE, PHILIPPINES 4km Jun 14, 2025 02:35:37 UTC (G)https://t.co/CJYhb28cwi (EMSC)https://t.co/SsVjyIVOtU",0
,RT @khertzgenerati1: NCR Mahadehaatls and their love for hilly areas and nature.,0
Republic of the Philippines,"RT @TeamRainClouds_: Hi guys, please engage muna here po. Ito yung company na nag invite kay Rain sa palawan. https://t.co/KqWEKuNjY4",0
,"@RahulGandhi within a decade delhi ncr will become inhabitable because our govt doing nothing on pollution, enviornment, civic sense no rules what so ever only fake drives treating public as lab rats, they are going to send there son's and daughter to europe, USA",1
,Tsamina-Mina eh -eh Waka Waka eh-eh 🤩 This time for Africa🤩 The drought is finally ended 🥹🥹 https://t.co/eWqEByOZja,0
,chihki moment muna bago ang sakuna https://t.co/m76mYgkgRU,0
me & theo ^. .^₎⟆ • Minor,@cloudy_peache HIHIHI,0
,"got my yearly reminder of how abnormally hot the philippines is, even the LA heat is nowhere near as bad as the philippines lmao",1
Philippines,"Rains brought by the Intertropical Convergence Zone (ITCZ) and the southwest monsoon, or habagat, will affect parts of the country on Saturday, June 14, the state weather bureau PAGASA said. Read more: https://t.co/WZja9lH3U7",1
,RT @ChayaChaya94534: Missing #KrushalAhuja he is no where in visibility of fans. Krush zald activate karo social media ko. Hope u take goo…,0
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 14 #NCR_PRSD Issued at: 6:50 PM, 15 June 2025(Sunday) Heavy to intense rainshowers with lightning and strong winds are expected over Zambales, Bataan, Batangas, Rizal, Quezon and Nueva Ecija within the next 2 hours. Intense to torrential rainshowers https://t.co/PQvi9DmHmj",1
,RT @BarakoStr8Trpr: Putangina init ng temperature dito sa Qatar! Basang-basa sa Pawis. Singaw na singaw pinagsamang perfume ko at Amoy bara…,1
Quezon City,"General Flood Advisory Issued @10:30PM, 11 June 2025 Region 7 (Central Visayas) GFA#1 https://t.co/BYqIgMQZ4a",1
,@cloudy_day100 @Nobumi7303 Hahaha cutie,0
vega,RT @Megmagi_: visibility is revolutionary ! 📿 happy pride month sa lahat ng mga bakla around the werld🧣 let's catch up at Komiket Pride w…,0
"Galway, Ireland",@parasmunt1 @Taj_Ali1 Guess what the largest religion is in Philippines by a landslide? And the case is just like Ireland it’s because of colonisation.,0
,RT @Aymos_Violet: @purple_bitcoin_ Purple tsunami is here !! 🌊🌊🟣,0
,"bugnaw man unta pero rag walay hangin, bosettt",1
Earth,"USGS reports a M4.4 earthquake, 150 km SE of Pondaguitan, Philippines on 6/15/25 @ 7:37:54 UTC https://t.co/hkenRjyiOg #earthquake",1
Philippines,"The Armed Forces of the Philippines (AFP) is working closely with the National Disaster Risk Reduction and Management Council (NDRRMC) to ensure prompt disaster response to affected areas this rainy season, spokesperson Colonel Francel Margareth Padilla said Sunday. Read more:",1
,Anhirap non. Jusko bawe bawe #AlasPilipinas (Sorry for the flood of tweets re: volleyball. it’s the finals for AVC Nations Cup between Philippines and Vietnam),0
"Queens, New York","RT @PlanUSA: Super Typhoon #Rai made landfall in the Philippines this week, affecting more than 4 million children and sending communities…",1
,@lewiscite Legit ba 'to? Hahahaha. HON talaga? Mas nalaro ko pa Heroes of the Storm kesa HON 😅,0
was @boosterhochi,"RT @boosterhochi: wts lfb seventeen svt 10th anniversary ph happy burstday pcs ₱180 ea + pf &amp; lsf onhand. tingi ★ flexi dop, rese…",0
18 ↑ she/her,na remix pa yung hail mary https://t.co/BI0nBhahGN,0
"Manila, Philippines",HEAVY RAINFALL WARNING: Asahan ang malalakas na pag-ulan sa mga sumusunod na lugar dahil sa Southwest Monsoon o Habagat ayon sa @dost_pagasa: 🟨YELLOW WARNING: Bataan at Zambales | DZRH News https://t.co/HrZLrH0xg9,1
"Cebu City, Central Visayas",⚡️LY4N’s THUNDER CHALLENGE⚡️ YAONA x SEVENTEEN Cebu Fan Raffle YAONA invites CARATs to join our fan raffle challenge for a chance to win HYBE CINEFEST tickets from June 14 until June 21! 🎟 Eligibility: Open exclusively to ticket holders of CARAT IS RIGHT HERE: The Afterparty https://t.co/AsamU525KW,0
"Quezon City, National Capital ",RT @ChinitoAl2020: Legit Brozilian Waxing. NO EXTRA SERVICE tayo mga sir. After waxing may treatment akong nilagay kaya pagtinigasan at bi…,0
,ang lamig,1
P.A.R.,"Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpapalakas sa Habagat. Maulan sa Central at Southern Luzon at Panay. ⛈️⛈️⛈️ JABYU☔️ at ingat sa baha at landslides. https://t.co/gqZWlLPjsk",1
,Ligo tag somewhere bugnaw haha https://t.co/IqMDCp72ti,1
Pinas,@News5PH Ayusin mo muna baha sa Davao.,1
,@AshdresInter okay nmn po kaso may typhoon dito sa hongkong marami din kami dito kaso nahihiya yong mga iba hehe,1
1021 - 0624 - 0121 💘,"wtb lfs ph discounted J 1st album money clip &amp; keyring ver (sealed) can payo, dm offers ! # jaehyun milan smoke pb photobook cathyun shades roses lip bite pc nct 127 unconditional",0
she her filo,"CARATS ⚡️ THUNDER IS CURRENTLY #9 ON VIRAL 50 - PHILIPPINES &amp; #36 ON VIRAL 50 - GLOBAL LET’S KEEP STREAMING, WE’RE DOING GREAT!! 💚 1. Drop fresh thunder links &amp; stream each one of them 2. Use 1-2 songs as fillers https://t.co/qKNYkQkKPT",0
,RT @lokaldisini3: JUL-691 Maiko Ayase Proses Wede Kilat ⚡️ https://t.co/625l38zSFG https://t.co/RwvyyemWu9,0
,"RT @rimurutempestuh: Pero seriously… kung ito na yung “heated” puksaan between challengers and housemates, ang lamig naman. Ano to, team bu…",0
,"Hahahaha. True. Master, we are concern. Ice cold water @bini_jhoanna as an alternative cue really help. Try it. Please. Ang bata mo pa. @BINI_ph and bloooms need you. https://t.co/ajWxppsw0E",0
,ang init nanaman pero may bagyo daw,1
Land of Promise,@WinGatchalian74 Gawa ka Anti MINING at Anti law inamoka pasakit ang pamilya nyo sa kalikasan at sa mga maliliit na taong d nyo pinapasahod ng tama sa Mining business nyo!,0
Caratland,@svtstreamph PHILIPPINES #SEVENTEEN #SVT_THUNDER https://t.co/ix4FtYoXvn,0
"Davao City, Davao Region",RT @daddyLas34: Malamig na ugma manga boss ..gatas kayo Jan walang client eh😭😭😭😭😭😭 pa book na kayo manga boss Davao city ako... https://t.c…,0
,@DYANCASTILLEJO napaka windy po grabe,1
,Arumaiyana weather 😭❤️,0
"Atlanta, GA","Along w/being Father's Day, it's also the 34th anniversary of the eruption of Mt. Pinatubo in the Philippines🇵🇭 thus necessitating the evacuation of military personnel &amp; their families from #SubicBay Naval Base &amp; #ClarkAB where I was stationed. I left a month b4 it erupted. https://t.co/kpwnjcXezw",1
"Cebu City, Philippines",Galit ka din ba ngayon kaya sobra lakas ng thunder and lightning dito while raining hahahahaha,1
"Iloilo City, Western Visayas","RT @ali_hopee: ""Kapag Umuulan, Naiisip Kita"" A #hanjay/#haneulz au wherein Lola Amour releases a new song that made Jayce reminisce about…",0
Quezon City,"General Flood Advisories Issued @6AM, 12 June 2025 Region 5 (Bicol Region) GFA#3 Region 6 (Western Visayas) GFA#17 Region 7 (Central Visayas) GFA#2 Region 8 (Eastern Visayas) GFA#13 https://t.co/MIUzk5IFFp",1
Ireland,"Al Jazeera English: Protesters flood Manila as Philippine Senate delays Sara Duterte impeachment trial https://t.co/vqkqGOYGxf via https://t.co/p8IK8E7Wmn 200+ #BreakingNews #News #TV #Streams Protesters are gathering in the Philippine capital, following what organisers say a…",0
"Manila, Philippines","Expect light to moderate with occasional heavy rains over Metro Manila, Cavite, Tarlac, Pampanga, Bulacan and Nueva Ecija. This is based on the thunderstorm advisory released by @dost_pagasa at 4:00 PM, Tuesday, June 10. #WeatherPatrol https://t.co/2Q82VvbVYd",1
"Makati, Philippines","WATCH: Students and teachers, don't forget to bring your umbrellas and rain gear tomorrow, June 16, 2025, the first day of school for 2025-26. Weather forecast app, Windy, showed heavy rains expected early afternoon in the Visayas, and later afternoon in many parts of Luzon, https://t.co/I5OulYFacE",1
,"Wrong turn talaga ang atake kanina. Why didtua ninyo gi lubong si lola? Layo kaayo fr, without trails na halos, plus dili na kaayo maklaro because fog kaayo 😩",1
exes are exes for reasons,konting ulan and wala ng Internet connection Welcome to the Philippines!,1
Spain,@NCR_22 @elespanolcom Israel no son unos santos pero yo nunca apoyaría a unos terroristas hdp,0
,katrina lim viral video scandal Philippines Sophie Rain is the new Mia khalifa Sophie rain spider man sophia Alina Rose loves teasing us ☠️ Sophie Rain was built perfectly by God. filter leak #SophierainLeak #Sophierain #Sophie Full Video 💞👌 https://t.co/5UIucsXLHd,0
"San Jose, Dinagat Islands",@Badass2395 dili tugnaw dnhi sa isla,1
,दिल्ली में पारा 45 डिग्री सेल्सियस तक पहुंच गया है और मौसम विभाग ने लू का ‘रेड अलर्ट’ जारी किया है. #DelhiWeather #Heatwave https://t.co/kW7Yj2AdSo,0
,Pagka init-init dun gagi na 'yan,1
Republic of the Philippines,"In a fiery statement on Friday, June 13, House Spokesperson Princess Abante lashed back at critics of Martin Romualdez, calling recent personal attacks part of a broader smear campaign to discredit the Speaker amid his growing public visibility. https://t.co/fzsgMiFVdN",0
,bawi ulit ako sa pag grind if meron na yung salamin as of now kasi hindi pa pwede since super makulimlim yung paningin ko hahahaha ayaw ko naman lumalala,0
New Delhi,"Smog mein future nahi dikhta. Delhi ko slogans nahi, silent EVs chahiye. Policy banaani hai to bold bano—half steps won’t cut it. @drpankajbjp @moefcc @TeslaClubIN #NoHalfMeasures",0
,"Umabot sa mahigit 300 na indibidwal ang binawian ng buhay habang nasa 97,000 ektarya ng lupaing pang-agrikultura ang nasira dahil sa ashfall ng bulkan. [2/2]",1
Islang Pantropiko,Andito kasi ang pollution 😭🤣 https://t.co/AjPvlNWyec,0
,"A magnitude 4.9 earthquake struck off the coast of Cagayan Valley on Saturday afternoon, June 14, the Philippine Institute of Volcanology and Seismology (Phivolcs) reported. https://t.co/C1aPauyxG8",1
,Nagpa init kay tugnaw🤸 https://t.co/aPuRsHpbVj,1
,"Via @brianroewe in NCR - Protect life by protecting the oceans, faith groups tell UN conference #climate #environment #faith https://t.co/EQKSsjnHzI via @EarthBeatNCR",0
Arrakis,"Chaos se itna experience ho chuka hai ki ab bc tornado me bhi ghusa do mujhe, zinda wapas aaunga",0
"Manila, Philippines","Expect light to moderate rains in the following areas due to habagat, according to @dost_pagasa's rainfall advisory issued at 8 p.m. on Thursday, June 12. #WeatherPatrol Bulacan Metro Manila Nueva Ecija Quezon https://t.co/jO8yBKj3CY",1
"Lapu-Lapu City, Central Visaya",Uwan nasad pildi nasad ta ani walay ka hug,1
"Mbombela, South Africa",@sdu_mpembe Mpumalanga lowveld just windy af,0
"Lagos, Nigeria","gmonad nads 💜💜💜 for the love of Monad @monad_xyz, I linked up with other Nads yesterday during PH Nads Hangout We had fun exploring @monad_xyz 's vast ecosystem and also shipping the Tech. Met other sweet &amp; beautiful nads too; here's to shipping with Monad💜 GMONAD 💜 https://t.co/dK2eapJvyB",0
Somewhere around,@Elkrosmediahub dey rain cash for the Lagos Igbo hangout! Aunty Esther can confirm! Akunaetigbuilo na Abagana!,0
,@eXeL5686 nas bugnaw dhas lugar nimo.. pero padulongay ba summer dha! hehehe,1
,@maskedFren Worldwide tsunami,0
Nagtabon Beach,"I highly recommend airplane mode at least once a week Entire day Ideally on the beach Ideally, with the perfect weather in the Philippines Among the loved ones to enjoy and rest from everything 🏝️",1
Metro Manila,"Hindi seasonal kundi all-year round ang declogging operations ng MMDA sa mga drainage ng mga pangunahing lansangan sa Metro Manila. Sa panahon ng malakas na pag-ulan, ang mga baradong drainage ay nagiging sanhi ng pagbaha dahil hindi makadaloy nang maayos ang tubig kaya kahit https://t.co/0d1Nii98Zf",1
Triangulum,"Imagine,habang naglalakad ka,boom, biglang si crush ang nakasalubong mo! 😳 Syempre,kunwari wala lang, chill lang,pero sa loob mo, parang may fireworks na,lindol pa! 🤯🤣 Kahit gusto mo na mag-cartwheel sa kilig, kailangan maangas dapat! 😎🔥🤣 #jokentwt #JOKEN https://t.co/hiin1YSzo9",0
White House in my Village,"@IndianTechGuide Relocate manufacturing industries from NCR region to eastern UP and Bihar. The worst capital city in the world. People are dying of flood, pollution, heat wave, cold",1
Iloilo City,Tugnaw💦 maka tipid ta sbng sa aircon😅,1
,RT @ItsMeNotaEater: Lalong uminit ang panahon 🥵 https://t.co/2ZeRzRtKib,1
Atlanta Ga,Goodbye to the Ayatollah! https://t.co/uZz5go3lSD https://t.co/4wuVMGxLhR,0
Penkulu Pagaladengatame,@MedicoYogi @pinkutalks Cheyyali ani vundhi also the budget .summer months lo Rjy yenda gudda chekkestaadhi monsoon and winter super vuntaayi malli,0
"Cebu City, Central Visayas",@WendyMaximoff_ @rusvolleyteam8 basta team wendy parin ako. The OG lumot defender. @Kiray_Subunit (Pirena) @WendyMaximoff_ (Terra) @tj_nikolov (Adamus) @volleybestiee (Amihan) ang 4 na brillante ng mga lumots. Taga puksa ng ibang fandom. haha https://t.co/WlJ5aL2AaH,0
,@Jayjay_011297 Dito sa Cebu rin grabe ulan ilang araw na pero kahapon apaka init hahaha.,1
"Jalandhar, India",@RajeevMatta @BJP4India @RahulGandhi Like you guys get rattled in every election🤣🤣🤣 Haryana mein tsunami aaya hai🤣🤣🤣 Maharashtra mein aandhi aayi hai🤣🤣🤣 Delhi mein thunderstorm aaya hai🤣🤣🤣,0
,Ang alinsangan jusko,1
,RT @kH4t4zStr0Phe: May steampunk technology ba sa ibang lugar? May mga farmers ba sa kanila? Bakit sa bulkan ang Hathoria? Masyadong focus…,0
,RT @ChristineGuent8: @TdotMum Most interesting. Thanks for this. “Probable-cases” get added into Ontario totals. If BC PH is only counting…,0
,"Ang init sa Pilipinas juskopo 😭 akala ko tapos na summer, bakit ganito pa rin",1
"Indianapolis, IN","🥤 End Plastic Pollution, Start with Your Bottles! 🌍 Delhi NCR, let’s make a change today:🗑️ We collect your plastic bottles and other waste from your doorstep.💸 Get paid instantly for your scrap.🌿 Use glass or steel bottles and let us take care of the plastic waste! https://t.co/441gt215Xy",0
,@loveformikbrent @cloudy_day100 sobrang delulu ng azbrent.pangalanan nyo na kasi totoo nman lol. ako na nahihiya sa ginagawa nila haha,0
"Uttar Pradesh, Bharat",@manuneha358 Waha to 32 ka temperature hai 😒,0
Somalia,"@Mufassirmuuse Waa gartay , sidee dib looga soo saari karaa xog iyo dareen fog oo maanso lagu cabiray. Waaa cashar aan aad ula dhacay. Sida aan ku arkay buugaagta, badanaa waxa hadii la qoray waxaa asal u ah in ay soo mareen nadaam baaris ah oo ma jiro qof been buug ka qori kara, nadaamkana",0
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 9 #NCR_PRSD Issued at: 2:26 PM, 10 June 2025(Tuesday) Moderate to heavy rainshowers with lightning and strong winds are expected over Tarlac, Batangas, Bataan, Metro Manila and Cavite within the next 2 hours. The above conditions are being experienced https://t.co/rjGn8UkCJ5",1
Stardust ✨,Tanghaling tapat mga umiiyak. Sumabay pa yung panahon na sobrang gloomy 🥹 Haaays Master mahal namin kayo ❤️‍🩹 https://t.co/MpqQw1Fe6M,1
"Kampala, Uganda","U Did So Well today darling ,Go rest up. First of all I wanna thank the people of phillipines u guys are amazing,U made her happy, welcomed and feel loved, the environment in manila has always been so special keep it up🙏 PERAYA SKY ROCKET #Faye1stFMinManila https://t.co/SzmCYusXrL",0
7'5,RT @Nyl1333623: Magulong kapaligiran sayo lang ang tingin ~~~~ @SB19Official #SB19 #SB19xBBPilipinas2025,0
Onedoorville,bawing bawi talaga myungnyangz drought hayst,0
,@batangbundok @lumpialogic Baha nga singapore davao pa 😂 Iyak na nanamn kayo sa 2028 haha,1
,RT @DaksMigguel: Salsal muna Tayo habang mainit init ang Panahon Subscribe my Tg-Channel @DaksMigguel https://t.co/78Y58yBhVJ,1
,RT @AsherHeki: pero srsly i'm still wondering kung bakit di nadisband yung mnl48 despite the drought nila and like narevive pa sila ng man…,0
Somalia,"Ugu yaraan 8 qof oo tahriibayaal ah ayaa ku dhintay, 22 kalena waa la la’yahay, ka dib markii kooxo mukhalasiin ah ay qasab uga dajiyeen doontii ay saarnaayeen meel ka fog xeebaha Jabuuti, sida ay sheegtay #IOM. #Djibouti #Somalia https://t.co/aekj6Yw715",0
Philippines,"Lumindol ng 3.2 magnitude sa 19 km S 23° W ng Siaton, Negros Oriental (8.9 ºN, 122.97 ºE) ngayong June 15, 2025 10:53 PM. View map: https://t.co/KQm9DwpDq4 #EarthquakePH #LindolPH",1
"Ontario, CA","@altGenie Davao baha, manila baha. Both dumaan sa same family wala naman pinagbago. Bogo kaayo",1
enhypen.,@jjongdoudou HAHAHAHA another season dahil sayo,0
,@DarkMikeAlex @PEROMEXI @heavy019x @Tommyyt33 @zkatrix Para Alana y para Windy 👀👀,0
,@Riocasm Humidity bahut h wha b Musyari ghumo,0
"Northern Mindanao, Republic of",Pagkalami sa bugnaw'ng hangin! Makamingaw sa pamati naay kagakos or mugakos. Haaays. PS: sure jud ning naay mga tulos manga usik rong gabihuna. 😂😂😂 #alteriligan #altercdo #altercebu #alterpagadian #alterbutuan #alterozamiz #altermanila,1
,ang init naman,1
,"RT @thespanishlegcy: El galeón brilló por su dualidad, armado con unos 40 cañones, fue esencial tanto en combate como en proteger la Flota…",0
,"I’m not feeling well at the moment, I caught a cold over the weekend, and it’s hit me hardest today. My nose is completely clogged, and I’m having a hard time breathing. 🤧 Also, is it just me, or is it a little colder in the Philippines today?",0
Earth,RT @sarkodie: Sarkodie - Violence ft. Kweku Smoke (Official Video) https://t.co/Q58HWzkolm via @YouTube,0
"New Dehli, India","🇵🇭🌊 ADDITIONAL FOOTAGE | Flooding in the Philippines The flooding in Barangay Camaman-an, Cagayan de Oro, continues to show the devastating force of nature. This footage captures the moment when raging floodwaters rapidly fill a residential apartment #climateanomalies https://t.co/KlXameyaec",1
,AHAHAHAHAHAAHAHAHHAAHAHHA si alikabok daw tu https://t.co/7Fem6tySDA,0
"Bloomberg Butuan,Caraga","@UNEP_Europe @EU_CoR @UNinBrussels @EU_ENV @UNEP United Nations, UNEP Ma'am Maida Lynn N. Jaguit,RN,MM,Ph.D.M. joining on celebrating World Environment Day!",0
,@Hot_Red_chilly Enjoy karo,0
柬埔寨,@BTC__Sunny 0xeb2be2ee24155c9c9aeb43e0031c6ac7b76cd8c7,0
Luzon 2300/2600,Mount Pinatubo before and after the 1991 eruption. Natanggal pala buong peak niya noh? I wonder how’s it like to climb the pre-eruption peak. Mukhang mataas din siya 😄 https://t.co/ma6R75I4fG,1
,"You’re not just beautiful, Faye — you’re unstoppable. 💥 Face card? Timeless. Heart? Golden. Strength? Next level. We back you forever, no matter the storm. 🌪️❤️You ate that FM at Manila today 👊🏻 PERAYAe SKY ROCKET #Faye1stFMinManila #FayePeraya #ฝ้ายพีรญา https://t.co/ZRqGXh5vqb",0
"New Delhi, India",दिल्ली-एनसीआर में बारिश ने दी गर्मी से राहत #Weather #newdelhi #monsoon https://t.co/Jl2rrQ3ml2,0
,@luwiesaaa hahahahaha idkk kafunny sa utok ko nga gaenet ulo mo pero sige ulan so tugnaw subong wala lang sorrehahahshahah😭😭,1
,Tugnaw pero mas na feel nko akong ka excite huhuhu https://t.co/VC8UMWmevb,0
,@RestrictedVids He needs to cool himself 😅 Beat the heat with these! https://t.co/cuSygZBfqu,0
Saturn 🪐,@AishwaryakiRai Ye kya chutiya example diya tumne? India aur Japan mein climate similar hota he kya? Isliye doosre countries ka rules and policies blindly nahi copy karna chahiye. Thoda imagination aur creativity use karo.,0
,"RT @IndiaToday: Heavy rain and strong winds hit Delhi-NCR on Sunday, uprooting several trees and bringing much-needed relief from the scorc…",1
Republic of the Philippines,The rainy season is here! Enjoying the fog and cold weather! #philippines #TravelBigChallenge #rainyday #fog #itsmorefuninthephilippines #pilipinas #wowphilippines #choosephilippines #natgeotravel #natgeotravelpic #exploreph #travelph #wheninmanila #GoPh https://t.co/65n0lpCJLk,1
,"Good thing I'm not using any cars anymore, gas prices here in PH are crazy. Public trikes and jeepneys are my thing at least for now---just sit there &amp; enjoy the fresh open air (or pollution) while being driven to your destination https://t.co/LQaDdse67A",1
Manila,"IN PHOTOS: Filipino environmental group Kalikasan and fisherfolk group Pambansang Lakas ng Kilusang Mamamalakaya ng Pilipinas (Pamalakaya), together with activists in France, condemn the illegal arrest of the international volunteers aboard the Madleen. https://t.co/yv94H8jKCZ",0
"Bulacan, Central Luzon",so glad it’s raining here in manila! the HongKong heat was wild yesterday. 🥵,1
,"Mana tlga ako sayo eh, pero pang 1 week stay ko kasi yun sa Manila ikaw beh pang ilang araw mo ba yan? https://t.co/wXl6KEu4qU",0
"Nairobi, Kenya",@Vickyjr Hakuna kurushiwa kitu....hii eruption ndio mwisho yao....this regime is over.,0
Middle-earth,"@QuoteChain_AI An artist in Manila made a Tezos wallet and started selling her sketches. Used the proceeds to fix her roof after a storm. Told me, “My art finally kept me dry.”",0
,"Isa talaga sa goals ko ay makasama mga besties ko sa mga outreach programs ng Ugnayan Kalikasan hihihi. Okay, checked ✔️",0
"Noida, India","दिल्ली में शिमला जैसा होगा मौसम, लगातार 5 दिनों तक होगी बारिश… 8 डिग्री तक कम होगा तापमान #Delhi #Weather #IMD #Heatwave https://t.co/r4v67dg9R1",0
"Mdantsane, East London",@theseerheals Yeeey ladies why nikwi drought? Kwenzekani?,0
Philippines,"Lumindol ng 3.1 magnitude sa 5 km N 30° E ng Sirawai, Zamboanga Del Norte (7.62 ºN, 122.16 ºE) ngayong June 14, 2025 12:04 AM. View map: https://t.co/43EbdkbN96 #EarthquakePH #LindolPH",1
,e naligo ng gantong oras sa ulan sa rooftop ng apartment WAHAHAHA,1
হীরক রাজার দেশে I,"@babumoshoy https://t.co/uh0MJT2EuS Delhi-weather: Nearly 45 degrees recorded in several parts today, heatwave alert for next three days - Delhi News | India Today",1
🇵🇭⚖️,"RT @bumaBAgyo: Ayon sa Inquirer, ang LPA ay naging typhoon. PERO sabi ng mga meteorologist, maaaring MALI ang pagkaka-report ng kategorya.…",1
,"agi sa ka sirok nako og chilly garlic, asta rung orasa maka timaho ko",0
"Bruyères-Le-Chatel, France",🔔#Earthquake (#lindol) M3.6 strikes 27 km W of Cagayan de Oro (#Philippines) 6 min ago. More info: https://t.co/mud9HnWQoA,1
"Northern Mindanao, Republic of",In heat tawon! Panabangi. 🥵 Pastilan ning bugnaw nga panahon. #alteriligan #altercdo #alterpagadian #altercebu #alterbutuan #alterozamiz #alterbagets #alterphilippines https://t.co/JL07DMvm8X,1
Bhopal,"दिल्ली-NCR में मौसम हुआ सुहाना, तेज हवा के साथ हुई बारिश, बारिश के लोगों को भीषण गर्मी से मिली राहत #Delhi-NCR #WeatherNews #Monsoon #RainInDelhi https://t.co/wsYFdQ6fPL",0
Hargaysa Somaliland,"“Hoggaan aan arag wax ka fog kursiga uu fadhiyo, dalkiisa meel fog ma gaarsiin karo.” https://t.co/dqpPqCmb0v",1
,bagong gising...tapos na ligo...tapos cold morning.. Kalami naay ka hug 🥺🥺🥺🌧️🌧️🌧️,1
"Manila, Philippines","@dost_pagasa Badrina: Easterlies naman ang magdadala ng maulap na kalangitan na may mga pag-ulan sa Batanes at Cagayan province. Sa Metro Manila at nalalabing bahagi ng bansa, asahan ang medyo mainit na panahon ngayong araw bagaman posible pa rin ang thunderstorms sa hapon hanggang gabi.",1
,RT @realkeshyassets: Billing na una nature bah https://t.co/Cr7A9OsK4X,0
,Heto ba Yung rason? Jusko hahahahaha tagtuyot https://t.co/TmpqxkqxLP,0
Republic of the Philippines,"RT @keelurseif: si az na kapuso big winner ko at si ralph na kapamilya big winner ko... kung duo siguro sila ngayon, walang delubyo sa pami…",0
,"Lakat sa Panahon! As of 08:18PM | June 15, 2025 Source: Installed Flood Monitoring Camera Maayong Gabii! Tungod sa Intertropical Convergence Zone (ITCZ) nakasinati og pag-ulan ang mga lugar duol sa PAGSABANGAN BRIDGE - BRGY. PAGSABANGAN, TAGUM CITY. https://t.co/U7kmJjWz28",1
"Taguig City, Philippines","Prime Agritech Corporation is joining #Agrilink2025 as a major sponsor — bringing with them a bold vision to transform Philippine farming, one climate-controlled barn at a time. 💡⚙️ 📅 October 2–4, 2025 📍 World Trade Center, Manila 🔗 https://t.co/NQf3cjZjdM https://t.co/bhpD8c3Sos",0
,"RT @ATIN_4ever_: If u want another SAW Concert na mala Ph Arena ang peg, from d stage, lightning, effects , etc, bukod sa may w3, ung singa…",0
Republic of the Philippines,"WATCH: Rainy season updates on #WeatherHQ with @paodelrosario! PAGASA’s Veronica Torres breaks down the cyclone near PAR, Luzon rains, and monsoon effects. #ItsABeautifulDay https://t.co/8YvNmzgxbr",1
Earth,"RT @dzbb: As of 3:57PM, @dost_pagasa,naglabas ng thunderstorm advisory na makakaapekto sa Nueva Ecija, Laguna, Rizal, Bulacan, Metro Manila…",1
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 4 #NCR_PRSD Issued at: 6:00 PM, 13 June 2025(Friday) Moderate to heavy rainshowers with lightning and strong winds are expected over Nueva Ecija, Laguna, Metro Manila, Cavite and Batangas within the next 2 hours. The above conditions are being https://t.co/BTqZ4Kf9Rx",1
,how's the weather in your area? humid. ayaw pa kasi uulan @SB19Official #SB19 #SB19xBBPilipinas2025,1
,RT @tmtambayan: Team SB19 ng PILIPINAS. 🫡🇵🇭 #TeaMTayo sa mainit na pagtanggap sa kanilang pagbabalik sa stage! Pagpupugay sa 🔥 #2023AAA Ho…,0
,@wideawake_media PH telling it like it is and of course no one wants to hear from the climate change activists. The real question is why?,0
"Iloilo City, Western Visayas",Fit check muna bago kunin ung mga sinampay sa labas. Nu ba yan uulan n nmn. 🌧️⛈️☔️💧🌂Maulan na umaga western visayas #iloilo #iloilotito #westernvisayas #fitcheck https://t.co/rBJKlgHQU2,1
,@lilaschizo Unos sweet chili,0
