user_location,text,category
16 filo | rps,@gumzloml Omfg theres a thunderstorm in the Philippines rn too 😭😭 it's been 5 hours what is hapoening,"Storms, Typhoons, and Wind Events"
she!her.,e naparusahan na nga sya for that tehhhh 😭 kaya nga mas masakit ‘yun sa part niya kasi naopen na naman kahit na literal na binilad sya sa araw UNDER A 40 HEAT INDEX https://t.co/TKZ1LrgM1t,Extreme Heat / Heatwaves
Republic of the Philippines,"3 katao, nasawi matapos malunod dahil sa epekto ng Low Pressure Area (LPA) at habagat, ayon sa National Disaster Risk Reduction and Management Council (NDRRMC). | via @MMakalalad https://t.co/7LO4LDslce",Pollution
"Cebu City, Central Visayas",Maganda na to sa mga Trolls and taga Davao? 🤣 kaya pala ang standard❗️❗️ baha is okay #filtered https://t.co/FcWeLomtTt,Coastal & Flooding Hazards
,Nasira plans ko dahil sa weather. Again.,General Weather
,Real-time monitoring saves lives. Thank you scientists!,Geological Events
"Binan City, Calabarzon",OA ng ulan bagyo level! Saan galing to tirik na tirik araw kanina 😱,"Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","TINGNAN | Umabot na sa 84,768 Family Food Packs (FFPs) ang naipamahagi ng Department of Social Welfare and Development sa tuloy-tuloy na distribusyon ng relief packs sa mga naapektuhan ng malawakang pag-ulan, pagbaha, at pagguho ng lupa bunsod ng Intertropical Convergence Zone https://t.co/asXDH4l2hO",Pollution
,"Napakaaraw ngayon, pero hindi naman sobrang init.",General Weather
,My body aches whenever weather is like this,General Weather
,"PANAHON: Asahan ang katamtaman hanggang sa malakas na pag-uulan na may pagkidlat at malakas na hangin sa Laguna, Batangas, Rizal, Metro Manila, Bulacan at Zambales sa susunod na 2 oras, ayon sa latest thunderstorm advisory ng PAGASA nitong Biyernes, Hunyo 13. | via @dost_pagasa https://t.co/TQLJ4VWO7N","Storms, Typhoons, and Wind Events"
,10 years ago di pa kami nag jjacket. Ngayon kelangan na,Cold Weather / Temperature Drops
,Long term geological monitoring program needed. Invest now!,Geological Events
,"Parang oven yung labas, sobrang init talaga.",General Weather
P.A.R.,"Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpapalakas sa Habagat. Maulan sa Central at Southern Luzon at Panay. ⛈️⛈️⛈️ JABYU☔️ at ingat sa baha at landslides. https://t.co/gqZWlLPjsk","Storms, Typhoons, and Wind Events"
,Sobrang dry ng air pag malamig. Hydrate guys!,Cold Weather / Temperature Drops
P.A.R.,"Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpapalakas sa Habagat. Maulan sa Central at Southern Luzon at Panay. ⛈️⛈️⛈️ JABYU☔️ at ingat sa baha at landslides. https://t.co/gqZWlLPjsk",Geological Events
"bns/stan | 25 | qc, ph | her","@jjeonghanniehey YES ATE OMG gamit ko rin yan last july nung maulan dito sa kr, HINDI NAGCAKE!!!! Akxnwjhx super humid na yun 😭😭",Pollution
,Nakaranas ng malawakang pagbaha ang ilang bahagi ng Cagayan de Oro City kasunod ng malakas na buhos ng ulan. https://t.co/onHcsxazms,"Storms, Typhoons, and Wind Events"
,"Le replay de l’Hebdo des volcans du 11 juin 2025 est disponible !! 👍🌋 On est allé à Hawaii🌋, aux US plus généralement avec Yellowstone, aux Philippines, en Indonésie, au Costa Rica🌋. 🔗 https://t.co/sHcesKO4We #actu #science #volcan #eruption #twitch #twitchfr",General Weather
,walanghamo baha sa lawa sagad par di nakaka tuwa,Coastal & Flooding Hazards
,Yung video lecture ni Atty. Jay sa SSS bumabagyo HAHAHAHAHAHAH😭😭😭 unbothered sa kulog si Atty. HAHAHAHAHAHA,"Storms, Typhoons, and Wind Events"
,"#Philippines #flood #CagayanDeOro #Camaman_an #disaster #climate #destruction #anomaly #climatecrisis #weather #climatechange 🇵🇭 Widespread Flooding in Camaman-an, Cagayan de Oro, Philippines (June 10, 2025) #riyadh #LoveIslandUSA #Vecinos11J #LoveIsland #RIIZE #에이티즈 https://t.co/YbwxOZuqtE","Storms, Typhoons, and Wind Events"
Andromeda black eye galaxy 🌌,RT @_iamgod: @78d508ebc498443 . Hati 2010 2:8 - 2008 tsunami and earthquake,Geological Events
Makati City,"ITCZ brings scattered rains to Mindanao, Eastern Visayas; Easterlies affect rest of PH The Intertropical Convergence Zone (ITCZ) is bringing cloudy skies with scattered rain and thunderstorms over Mindanao and Eastern Visayas, with possible flash floods or landslides due to https://t.co/HPoAAi7Axs",Pollution
,"Nag uwan pag dyutay, baha dayun. Unsa naman ni oy!",Coastal & Flooding Hazards
buhangin sa dagat ni aagupy,ang ginaw potah,Extreme Heat / Heatwaves
,"Malay Mayor Frolibar Sacapaño Bautista initiated ‘Project Pristine’ or overall cleanliness, underwater and coastal clean-up drive in Boracay Island to address the impact of the Habagat season. https://t.co/9p8PClC2OS",Extreme Heat / Heatwaves
,@smninews Sana buong Pilipinas na ang under calamity.Napakalaking sakuna at pinsala nadadanasan ngayon ng bansa 3 taon na at patuloy pang dadanasin sa susunod pang 3 taon.😩😩😩@srsasot_ @YesYesYo13 @junabines,"Storms, Typhoons, and Wind Events"
Republic of the Philippines,"RT @TVPatrol: Binaha ang ilang lugar sa Pilipinas dahil sa pagbuhos ng malakas na ulang dulot ng habagat at low pressure area. Samantala,…",Pollution
,mao na jud ni hilantan na jud kay bikil ang taligsik sa ulan,"Storms, Typhoons, and Wind Events"
"Pasig City, Philippines","Sen Loren Legarda- ""Sa kalayaan, kabilang ang pagprotekta sa kalikasan. Ang Pilipinas ay isa sa mga bansang humaharap sa panganib ng sakuna at lumalalang krisis sa klima."" Legarda led the flag raising ceremony at the Pamintuan Mansion in Angeles City,Pampanga"" | @OBueno https://t.co/mGsWjLIZx8","Storms, Typhoons, and Wind Events"
,@whosp_btw Lami kaayu. Lasbi nag bugnaw ang panahon,Cold Weather / Temperature Drops
"Sydney, New South Wales",Wailei na humidity I na west sa ko ga giiii,Extreme Heat / Heatwaves
"Central Luzon, Republic of the","RT @NDRRMC_OpCen: WEATHER UPDATE | 24-HOUR PUBLIC WEATHER FORECAST Issued at 4:00 PM, 12 June 2025 SYNOPSIS: At 3:00 PM today, the Low Pre…",Pollution
"Albuera, Eastern Visayas","@foreversisiw21 @EdenPelaez24 TANGA! KAHIT TRILION YAN WALANG MAKAKAPIGIL SA BAHA. YUBG 51B AY FLOOD CONTROL PROJECTS HINDI FLOOD PREVENTION. KUNG DATI AABUTIN NG ILANG ARAW BAGO HUMUOA ANG BAHA SA DAVAO, NGAYON PAGTILA NG ULAN WALA NA RIN ANG BAHA... GANYAN ANG FLOOD CONTR WAG BOBO!",Coastal & Flooding Hazards
"📍Iloilo City, Philippines🇵🇭",Tugnaw ba🥶 LF ka cuddle😂 eme,Cold Weather / Temperature Drops
,Lolo ko nagulat din sa panahon ngayon. Never daw ganito dati,General Weather
she her 15 : ic dang9ang,hi tee el ia muna ako !!!! susugurin ko init ng manila eh,Extreme Heat / Heatwaves
saturn,ang layo ng wildfire samin pero abot yong usok dito,Pollution
Makati City,"WEATHER PH: Issued at: 12:51 PM, moderate to heavy rainshowers with lightning and strong winds are expected over Bulacan, Quezon, Laguna, Cavite, Batangas, Metro Manila, Rizal, Zambales and Bataan within the next 2 hours PAGASA. All are advised to take precautionary measures https://t.co/iinLYJSiKt","Storms, Typhoons, and Wind Events"
,ang mega init ng weather bestie @j_0811_bacoor,Extreme Heat / Heatwaves
,My tita's plants namimili dahil sa biglaang lamig ??,Cold Weather / Temperature Drops
,RT @RantwithoutR: 33 degrees at 7 am???? How to survive this heat? Please someone send some rain to Delhi/NCR,Pollution
Parañaque,Posible namang magsimula nang humina ang habagat at mabawasan na ang mga pag-ulan sa Biyernes. #WeatherPatrol 🌧 https://t.co/DlJ0FiRbVg,Extreme Heat / Heatwaves
,Weather app is just guessing at this point lol,General Weather
🇦🇺🇵🇭,what eaf di mag kj ang uwan,"Storms, Typhoons, and Wind Events"
India,"IMD issues red alert as thunderstorm, rain lash Delhi-NCR early morning https://t.co/OrHZK9sIc3","Storms, Typhoons, and Wind Events"
,"Ayon kay Padilla, may mga itinalaga nang disaster response teams sa mga high-risk areas para agad na makaresponde kung sakaling may pagbaha, pagguho, o iba pang sakuna.","Storms, Typhoons, and Wind Events"
P.A.R.,"Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpapalakas sa Habagat. Maulan sa Central at Southern Luzon at Panay. ⛈️⛈️⛈️ JABYU☔️ at ingat sa baha at landslides. https://t.co/gqZWlLPjsk","Storms, Typhoons, and Wind Events"
Baguio,Sobrang lamig ng Baguio need magdestress. Yoko yung sumasama mood mo sa gloomy weather,Pollution
"New Delhi, India","@sumedhasharma86 Heat rivers and heat islands are collective creation of 5 crore people living in delhi NCR. Mostly by those 1 crore living the irresponsible life believing there will be no consequences . https://t.co/pNEUdRIeI9 SUVs with guzzling oil, cooling in heating out , Fully AC apartments",Pollution
Philippines,"#WeatherAlert: The low pressure area is affecting Batanes and Cagayan on Independence Day 2025, while heavy rain from the southwest monsoon is hitting fewer areas. https://t.co/2EjnwC8kF7","Storms, Typhoons, and Wind Events"
,Tide rising faster than usual� may kakaiba talaga,Coastal & Flooding Hazards
,It's pouring rain uggghhhh! My favorite weather. Pero sana bukas wala ng ulan para di kawawa ang mga papasok on their 1st day. https://t.co/nqT1D7QcC6,"Storms, Typhoons, and Wind Events"
,RT @echomorenolast: Chudai💦 gantong malamig na panahon sarap talaga mag paraos. Pero mas masarap siguro kung ikaw naman papasokan ko🫠🍆 Fo…,Cold Weather / Temperature Drops
Earth,"RT @dzbb: As of 3:57PM, @dost_pagasa,naglabas ng thunderstorm advisory na makakaapekto sa Nueva Ecija, Laguna, Rizal, Bulacan, Metro Manila…","Storms, Typhoons, and Wind Events"
around,@garbagedeposit9 Pretty dang humid ngl,Extreme Heat / Heatwaves
"Quezon City, Philippines",Pinunto ng senadora bahagi ng ating laban para sa kalayaan ang pangangalaga sa kalikasan lalo’t laging dinadaanan ng mga bagyo at nakakaranas ng pagbaha ang ating bansa. | ulat ni Nimfa Asuncion BASAHIN | https://t.co/RU16bEizgY #RP1News #RadyoPilipinas #RadyoPubliko https://t.co/wYuKkYGxfa,Coastal & Flooding Hazards
Section E,@itsmegemskieee Ang ginaw sobra ajujuju SCENTsational ASHTINE #ASHScentbyAshtine #AshtineOlviga,Pollution
,"Yung mga bangka tinangay ng alon, grabe talaga.",Coastal & Flooding Hazards
Turn on Notification 🔔,"🚨 🚨 #BreakingNews Heavy rain, strong winds lash Delhi-NCR, storm uproot trees https://t.co/6Hn26Lw1Jl Heavy rain strong winds lash DelhiNCR storm uproot trees #TrendingNews #BigBreaking","Storms, Typhoons, and Wind Events"
lima,"Typhoon Phanfone Claims Dozens Of Lives In Philippines. The storm set off landslides, flooded low-lying villages,","Storms, Typhoons, and Wind Events"
"Quezon City, PHILIPPINES","Rainfall Advisory No. 1 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 4:00 PM, 10 June 2025(Tuesday) Light to moderate with occasional heavy rains are expected over Metro Manila, Cavite, Tarlac, Pampanga, Bulacan and Nueva Ecija. Light to moderate with https://t.co/VypZhqb00Q",Pollution
Spain,"Binabantayang Low Pressure Area sa kanluran ng Hilagang Luzon, inaasahang magiging bagyo ngayong linggo at tatawaging bagyong #AuringPH; Hanging habagat, umiiral sa nalalabing lugar sa Katimugang Luzon, Visayas at Mindanao, ayon sa @dost_pagasa","Storms, Typhoons, and Wind Events"
"Midlands, Zimbabwe","@Mr_Hofficial @fallrise__ Maya, anobva aexposer huMid hwevanhu ivavo",Pollution
"Manila, Philippines","Pinas uulanin sa Araw ng Kalayaan sa LPA, Habagat https://t.co/GIQkikJbpf via @Remate Online",Extreme Heat / Heatwaves
日本,"Heat Stroke Alert has been issued in Wakayama, Kagawa, Amami Oshima Island, Ishigaki Island, Iriomote Island, and Taketomi Island. #JNTOsafetravel",Pollution
worldwide,"Massive flooding hits Cagayan de Oro City, Philippines. Severe flooding hit the #Bolongsiri crossing in Barangay Camaman-an, Cagayan de Oro City. #Flood #FloodWarning #Philippines https://t.co/jtOdlkUeMj",Extreme Heat / Heatwaves
,"Filipinos talaga, matatag. Pero sana may permanent solution na din ??",Coastal & Flooding Hazards
,RT @TVPatrol: Patuloy na kumikilos palayo sa Pilipinas ang tropical storm Wutip ngunit hinihila pa rin nito ang habagat kaya magiging maula…,"Storms, Typhoons, and Wind Events"
,Construction workers checking building integrity,Geological Events
Nigeria,"RT @Nairametrics: NiMet issues flash flood alert for Akwa Ibom, Sokoto, Bayelsa, 11 other states in Nigeria https://t.co/Rg1gL9DG7m","Storms, Typhoons, and Wind Events"
,Weather making it harder to focus sa work,General Weather
Turn on Notification 🔔,"🚨 🚨 #BreakingNews Almost 45 degrees recorded in several parts of Delhi today, heatwave alert for next three days https://t.co/MdUX0fgVNK Almost degrees recorded in several parts of Delhi today heatwave alert for next three days #TrendingNews #BigBreaking",Extreme Heat / Heatwaves
,Lost some childhood photos dahil sa baha. Di na maibabalik yun ??,Coastal & Flooding Hazards
"Pune, India","Heavy rains with thunderstorm at Bibwewadi, Mukundnagar area. @vineet_mausam @prasadpanseMT","Storms, Typhoons, and Wind Events"
,"Ang lamig ng hangin ngayon ah, parang December na.",General Weather
"Manila, Philippines",JUST IN: Niyanig ng 4.6 magnitude na lindol ang karagatang bahagi ng Governor Generoso sa Davao Oriental kaninang 8:31 ng gabi ayon sa @phivolcs_dost | DZRH News https://t.co/p9D85jigEV,Geological Events
Philippines,"𝐋𝐈𝐆𝐇𝐓𝐍𝐈𝐍𝐆 𝐅𝐀𝐒𝐓, 𝐏𝐇𝐀𝐍𝐓𝐎𝐌 𝐒𝐓𝐑𝐎𝐍𝐆! 🛡️⚡ ASRock Phantom Gaming B850I Lightning WiFi DDR5 AMD will be available today at DataBlitz branches and E-commerce Store! 𝐓𝐨 𝐨𝐫𝐝𝐞𝐫 𝐨𝐧𝐥𝐢𝐧𝐞, 𝐩𝐥𝐞𝐚𝐬𝐞 𝐜𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞: https://t.co/nnNynmSQJW https://t.co/vP0tnfhTzr","Storms, Typhoons, and Wind Events"
Republic of the Philippines,"@sh4d0w_cYb3R @malisorn00 Manila is experiencing bad weather lately. I hope P'Faye and her team will take care of her. Same with us FILOS, take care y'all!!! See you in 14!!!! #FayePeraya","Storms, Typhoons, and Wind Events"
"Quezon City, PHILIPPINES","Rainfall Advisory No. 11 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 8:00 PM, 12 June 2025(Thursday) Light to moderate rains are expected over Bulacan, Metro Manila, Nueva Ecija and Quezon. Light to moderate with occasional heavy rains affecting Zambales, https://t.co/mTsmqnl2V8","Storms, Typhoons, and Wind Events"
Yes I'm a Former Clasher=),Hahaha DANG🤗🤣105 and humid🤣💪🥢📢 https://t.co/QOYOssYSxK,Extreme Heat / Heatwaves
🇦🇺,"The Storm hasn't actually formed yet, there is a Low Pressure System, West of the Philippines in the South China Sea and is expected to grow and move N/W towards East #Hainan then on to Southern #Guangdong area in about 5 days from now The GFS modelling says a strong Typhoon","Storms, Typhoons, and Wind Events"
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 3 #NCR_PRSD Issued at: 3:00 PM, 13 June 2025(Friday) Moderate to heavy rainshowers with lightning and strong winds are expected over Laguna, Batangas, Rizal, Metro Manila, Bulacan and Zambales within the next 2 hours. The above conditions are being https://t.co/3FK9E0BRdR","Storms, Typhoons, and Wind Events"
"Quezon City, PHILIPPINES","Heavy Rainfall Warning No. 8-Final #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 2:00 PM, 12 June 2025(Thursday) Light to moderate rains was observed over Zambales for the past 3 hours. With this development all RAINFALL WARNING in this area is now terminated.",Pollution
Republic of the Philippines,lakas ng kulog at kidlat grabehan,"Storms, Typhoons, and Wind Events"
Philippines,"Batanes will have cloudy skies with scattered rains due to the trough of the Low Pressure Area (LPA) as the southwest monsoon or Habagat and easterlies bring scattered rains over the western section of Northern Luzon and the rest of the country on Friday, PAGASA reported. Read","Storms, Typhoons, and Wind Events"
,RT @energynewsasia: LNG contributes to air pollution and health issues in the Philippines. The good news? Renewable energy offers cleaner a…,Pollution
,RT @Destroye83: 1st Typhoon Ek 497 August 1943 https://t.co/y7YpStPaMK,"Storms, Typhoons, and Wind Events"
Rishikesh,Pura Delhi NCR Bhara Hua hai in dino Rishikesh ki sadko par DL/PB/RJ/UP/HR yahi number ki gadiya sabse jyada dikhti hai Roads are not designed for such traffic Major Jam nearby Lakshman Jula to Triveni Ghat Temp and Humidity is just equal to Delhi NCR too https://t.co/sSS0nqkHsy,Extreme Heat / Heatwaves
"Quezon City, PHILIPPINES","Heavy Rainfall Warning No. 7 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 11:00 AM, 12 June 2025(Thursday) YELLOW WARNING LEVEL: Zambales. ASSOCIATED HAZARD: FLOODING in flood-prone areas. Meanwhile, expect light to moderate rains over Metro Manila, Cavite, https://t.co/TcM7ZHOAEF","Storms, Typhoons, and Wind Events"
━ 𝕒𝕘𝕣𝕒𝕓𝕒𝕙 ✨,init na init at the same time lamig na lamig lol,Cold Weather / Temperature Drops
"Daejeon, South Korea",Illegal logging pero doon sa Green Forest umano ni R1ver akskskak,Pollution
,Umuulan na naman sa Singapore like— Cebu. Baha na pud ta ani! Rawr,"Storms, Typhoons, and Wind Events"
Republic of the Philippines,"𝐁𝐚𝐥𝐢𝐤 𝐄𝐬𝐤𝐰𝐞𝐥𝐚: Ilang paaralan sa Calumpit, Bulacan, lubog pa rin sa baha dahil sa high tide at malalakas na pag-ulan nitong mga nakalipas na araw | via @iamKatrinaSon https://t.co/wqlFY05Qa3","Storms, Typhoons, and Wind Events"
,December dati predictable. Ngayon? July pwede na ring lumamig,Cold Weather / Temperature Drops
,"🔥 IMD issues orange alert in Punjab, Haryana, Rajasthan till June 11. Delhi hit 42.1°C today, Kanpur 42.3°C, Nagpur 43°C. Heat index in NCR touched 47°C! Stay cool, hydrate, avoid peak sun. Is your city melting too?👇 #HeatWave2025 #ViralRadar https://t.co/WR0qal2LHi",Extreme Heat / Heatwaves
Thank you Techno,https://t.co/B1fTpvrhHi Bagyo sa pinas bike ride,"Storms, Typhoons, and Wind Events"
,Warning: Mahirap gumising pag sobrang lamig. Might be late to work ??,Cold Weather / Temperature Drops
,Grabbed my phone and dog then ran. Instinct mode activated,Geological Events
"México,City","M 5.1 - 76 km ESE of Fangale’ounga, Tonga #earthquake #USGS #Sismo https://t.co/IqkcbBxjWH",Geological Events
"Davao, Philippines","5:54pm: sunset sunrise will be at 5:22am tomorrow's forecast for Davao: fog, 31/23°C",Pollution
,Gusto ko na nga lang maging blanket burrito buong araw,Cold Weather / Temperature Drops
,Dami ko nababasa na studies pero parang walang concrete plans,Coastal & Flooding Hazards
,Akala ko bumalik ako ng Korea pero nasa QC lang pala ako,Cold Weather / Temperature Drops
,-Zambales -Tarlac -Nueva Ecija Posible ang biglaang pagbaha at landslide sa oras ng thunderstorm. (Source: PAGASA) [2/2],Geological Events
,"Bagyo sa labas ng bansa lumakas pa, isa ng tropical storm ayon sa PAGASA https://t.co/heE4oCc8nv | @IRcalbayog247 @donadominguez","Storms, Typhoons, and Wind Events"
,"🌊Farmers in the Philippines are concerned about the impacts of climate change, such as water scarcity and pest problems. 💬""Extreme heat and rains occur more often,"" says a local farmer. 🌱 With the support of @UNFAO and @DOST_PAGASA. we help farmers adapt to weather changes. https://t.co/uZEfJqnsMx",Extreme Heat / Heatwaves
,"RT @Cloudmetweather: ♦️Thunderstorms with Rains are likely in #Delhi-NCR between late afternoon onwards today, a fair spell of rain is poss…","Storms, Typhoons, and Wind Events"
"Richmond, VA","WPAC Tropical Weather Outlook - 6/12/25. Tropical Storm #Wutip (01W) continuing to crawl toward Hainan Island, while Tropical Depression #AuringPH (#94W) drenches Taiwan and Luzon. Another disturbance could form near the Philippines next week. https://t.co/wIi23l2oev","Storms, Typhoons, and Wind Events"
,Evacuation na raw sa coastal areas dahil sa incoming typhoon ??,Coastal & Flooding Hazards
Quezon City,Cloudy Saturday morning everyone ☁️ ☁️ just woke up 🤦 sarap ng tulog ko nakabawi din ng mahaba~.habang tulog,"Storms, Typhoons, and Wind Events"
,"Bumaha na naman sa may coastal road, grabe ang taas ng tubig kahit hindi pa umaambon.",Coastal & Flooding Hazards
,"Guys from Batangas area, okay ba kayo? Strong daw dyan",Geological Events
Manila,bukod sa mainit minsan konting ulan bumabaha na sa ibang part sa manila 😭,Extreme Heat / Heatwaves
,"Sobrang aliwalas ng langit, puro clouds lang",General Weather
,"Kahit nung Day 1 at 2 ng SAW Kickoff, days before ng concert laging umuulan/bumabagyo lalo kapag hapon na pero nung Day 1 makulimlim lang at umaambon pero hindi umuulan. Parang pigil na pigil ng langit na pabagsakin ulan haha then nung Day 2 sobrang ganda na lalo ng weather- https://t.co/8imIWRfBJ1","Storms, Typhoons, and Wind Events"
she her 15 : ic dang9ang,hi tee el ia muna ako !!!! susugurin ko init ng manila eh,Pollution
,RT @sciencekonek: 𝗚𝗟𝗢𝗢𝗠𝗬 𝗪𝗘𝗔𝗧𝗛𝗘𝗥 𝗢𝗩𝗘𝗥 𝗣𝗔𝗥𝗧𝗦 𝗢𝗙 𝗧𝗛𝗘 𝗣𝗛𝗜𝗟𝗜𝗣𝗣𝗜𝗡𝗘𝗦 ☁️ Inaasahang magiging makulimlim pa rin sa malaking bahagi ng Luzon at Vis…,"Storms, Typhoons, and Wind Events"
,east/west up monsoon enter soon in these districts delhi ncr . farrukhabad.bareilly.others .,"Storms, Typhoons, and Wind Events"
"Patriot House, ITO, Delhi-2","Delhi Weather: Amid the scorching heat in Delhi after days of red alert, the India Meteorological Department (IMD) has forecast thunderstorm and rain #DelhiWeather #DelhiRain #DelhiNews https://t.co/t9yv3NosnW",Extreme Heat / Heatwaves
puso ni @reginevalcasid,katindi nong biglang kidlat tas kulog aaaagh that’s lakas,"Storms, Typhoons, and Wind Events"
,Yung panahon talaga. Gets niyo? Gets niyo.,General Weather
,Hindi ako ready sa ganyang intensity ng lindol jusko,Geological Events
,Rice farmers concerned about sudden temperature changes,Cold Weather / Temperature Drops
,Storm warning in the Philippines: Bus swept away by floods https://t.co/IC0vgvKy3h,"Storms, Typhoons, and Wind Events"
"Lungsod ng Cebu, Rehiyon ng Gi",Wala nay uwan. Pamassage namo sir kay ako ibayad sa school.🙏,"Storms, Typhoons, and Wind Events"
,Sobrang humid ba ng temp sa Vietnam ang daming naka-pamaypay #AVCNationsCup2025,Pollution
Miyakojima,"6/12 very hot and humid in Miyako Because of Typhoon by the Philippines, it's little windy and there is a high wave warning!! Be careful #miyakojima #okinawa #miyakoisland",Pollution
Naoya Kusakawa my love || 🇵🇭,ANG LAMIG PH MYGOSH,Cold Weather / Temperature Drops
,Cebu to Manila: Luh ginawa ninyong Baguio yang NCR?,Cold Weather / Temperature Drops
Philippines,The Philippines will experience cloudy and rainy skies on Independence Day 2025. Read more: https://t.co/UkbFGO3nwb,"Storms, Typhoons, and Wind Events"
Ghaziabad,Imdissues A Severe Thunderstorm And Strong Wind Alert In Delhi Ncr For The Next Few Hours. - Amar Ujala Hindi News Live - https://t.co/sGPf5vE8Kz | #Ghaziabad365,"Storms, Typhoons, and Wind Events"
Philippines,"The Low Pressure Area (LPA) will bring scattered rains over Batanes, Cagayan while the rest of Luzon, Visayas, and western Mindanao will have scattered rains due to the southwest monsoon or habagat, PAGASA reported. Click the photo to read more: https://t.co/Mc4Wr9t2e7","Storms, Typhoons, and Wind Events"
,Not the weather acting up again,General Weather
,Shopping mall closed for inspection. Safety precaution,Geological Events
,Weather should be a political issue. Kasi apektado tayong lahat,General Weather
,"#Weatherupdate: Delhi-NCR experience scorching heat as temperature rises to 43.4 degrees Celsius, IMD predicts light rainfall on... https://t.co/JKcVslkzCQ",Extreme Heat / Heatwaves
Sugbo,Bugnaw ang panahon....💦 https://t.co/YCGNDxYTV9,Cold Weather / Temperature Drops
Republic of the Philippines,"BREAKING: The Low Pressure Area (LPA 06b) in the east of Extreme Northern Luzon develops into Tropical Depression #AuringPH by DOST-PAGASA, marking the first named storm within the Philippine Area of Responsibility (PAR) this year. 📷: DOST-PAGASA https://t.co/M1ZJtmjw5P","Storms, Typhoons, and Wind Events"
Regional Met Centre New Delhi,"In continuation with previous weather 15/06/2025: 13:10 IST; Hail storm/Thunderstorm with moderate to heavy rainfall and lightning is very likely to occur at NCR( Greater Noida), Viratnagar (Rajasthan) during next 2 hours. https://t.co/8ciKtFiABZ",Pollution
,Lamia pa tsupa ron tugnaw. With place here. Manly lang plz #altercebu,Cold Weather / Temperature Drops
pinas,"RT @arielrojasPH: Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpa…","Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","Binaha ang dalawang barangay sa Cagayan de Oro City matapos bumuhos ang malakas na ulan dahil sa habagat nitong Martes, June 10. https://t.co/Ir5ApbERpZ",Extreme Heat / Heatwaves
,@IpsitaTOI @teriin @UChiAir @CAQM_Official @CPCB_OFFICIAL @cleanAirBharat @WHO @airqualityindia @airquality @Climate_Front_ @UNFCCC @NASAClimate @WRIClimate There should be a comprehensive plan for tackling this pollution problem in entire NCR. Some of the suggestions listed in the report are fine but there has to be more and more emphasis on greening all available areas expeditiously. Selection of species is quite important.,Pollution
,RT @TheUnitedIndia2: Extreme Heatwave Grips North India Brace for the heat! 🌡️ The IMD has issued an orange alert as temperatures soar ab…,Extreme Heat / Heatwaves
,#DelhiNCR Weather: #Delhi records season's hottest day as temperature reaches...; #IMD forecast says rain expected after THIS date https://t.co/7DA4nlygdn,Extreme Heat / Heatwaves
"Manila, Philippines","EARTHQUAKE ALERT: Magnitude 4.0 na lindol yumanig sa Lingig, Surigao Del Sur kaninang 10:16 pm | via @phivolcs_dost, DZRH News https://t.co/uDNH1ynko5",Geological Events
,sarap tlga ng cold windy cloudy whether lamegh,Cold Weather / Temperature Drops
,Ang alinsangan jusko,Extreme Heat / Heatwaves
,it suddenly got hot in here igang lagiii gi tugnaw man ko ganina,Extreme Heat / Heatwaves
"Worldwide, USA, UK","Fangale'ounga Earthquake Tonga - Magnitude 5.1 Earthquake Strikes 76 km ESE of Fangale'ounga, Tonga - June 14, 2025, at 18:42:00 UTC. https://t.co/XzByohSwnJ https://t.co/xY3U6yqHFQ",Geological Events
,ginaw,Extreme Heat / Heatwaves
,Retrofit projects should be prioritized now,Geological Events
"Camp Aguinaldo, Quezon City","WEATHER UPDATE | 24-HOUR PUBLIC WEATHER FORECAST Issued at 4:00 PM, 15 June 2025 SYNOPSIS: Intertropical Convergence Zone (ITCZ) affecting Mindanao and the eastern section of Visayas. Easterlies affecting the eastern section of Luzon. Forecast Weather Conditions Area: Eastern https://t.co/SzBPTxFrXR","Storms, Typhoons, and Wind Events"
,bagong gising...tapos na ligo...tapos cold morning.. Kalami naay ka hug 🥺🥺🥺🌧️🌧️🌧️,Cold Weather / Temperature Drops
P.A.R.,"Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpapalakas sa Habagat. Maulan sa Central at Southern Luzon at Panay. ⛈️⛈️⛈️ JABYU☔️ at ingat sa baha at landslides. https://t.co/gqZWlLPjsk","Storms, Typhoons, and Wind Events"
