word,language,sumvalue,weight,sentivalue
sulat,cebuano,0.2204,0.290917,0.209083
sulat,cebuano,0.2204,0.290917,0.209083
sulat,cebuano,0.2204,0.290917,0.209083
sulat,cebuano,0.2204,0.290917,0.209083
sulat,cebuano,0.2204,0.290917,0.209083
sulat,cebuano,0.2204,0.290917,0.209083
sulat,tagalog,0.3677,0.624182,-0.124182
sulatan,tagalog,0.344,0.621366,-0.121366
sulatan,tagalog,0.344,0.621366,-0.121366
sulatanan,cebuano,Not Found,N/A,N/A
sulatin,tagalog,-0.0226,0.577816,-0.077816
sulatin,tagalog,-0.0226,0.577816,-0.077816
sulatkamay,cebuano,Not Found,N/A,N/A
sulatkamay,tagalog,-0.2052,0.556124,-0.056124
sulatuk,cebuano,Not Found,N/A,N/A
sulaw,cebuano,Not Found,N/A,N/A
sulay,cebuano,-0.6476,0.24568,0.24568
sulay sa tingog,cebuano,Not Found,N/A,N/A
sulaybagyu,cebuano,Not Found,N/A,N/A
sulaysulay,cebuano,Not Found,N/A,N/A
sulaysulay,cebuano,Not Found,N/A,N/A
sulbad,cebuano,0.1269,0.286044,-0.286044
sulbad,cebuano,0.1269,0.286044,-0.286044
sulbar,cebuano,Not Found,N/A,N/A
sulbong,cebuano,Not Found,N/A,N/A
sulbong,cebuano,Not Found,N/A,N/A
sulbong,cebuano,Not Found,N/A,N/A
sulbung,cebuano,Not Found,N/A,N/A
sulda,cebuano,Not Found,N/A,N/A
sulda,tagalog,-0.0076,0.579598,-0.079598
suldadu,cebuano,Not Found,N/A,N/A
suleras,tagalog,0.5416,0.64484,-0.14484
suli,cebuano,Not Found,N/A,N/A
suli,cebuano,Not Found,N/A,N/A
suli,cebuano,Not Found,N/A,N/A
sulib,cebuano,Not Found,N/A,N/A
sulib,tagalog,Not Found,N/A,N/A
sulib,tagalog,Not Found,N/A,N/A
sulibag,cebuano,Not Found,N/A,N/A
sulid,cebuano,Not Found,N/A,N/A
sulid,cebuano,Not Found,N/A,N/A
sulid,tagalog,Not Found,N/A,N/A
suligi,tagalog,-0.47,0.524668,-0.024668
sulihia,tagalog,Not Found,N/A,N/A
sulihiya,tagalog,Not Found,N/A,N/A
sulikap,tagalog,Not Found,N/A,N/A
sulikat,cebuano,Not Found,N/A,N/A
suliling,tagalog,Not Found,N/A,N/A
sulimaw,cebuano,Not Found,N/A,N/A
sulimaw,cebuano,Not Found,N/A,N/A
sulimbad,cebuano,Not Found,N/A,N/A
sulimni,cebuano,Not Found,N/A,N/A
sulimpat,tagalog,-0.3669,0.536915,-0.036915
sulinding,tagalog,Not Found,N/A,N/A
sulindir,cebuano,Not Found,N/A,N/A
suling,cebuano,Not Found,N/A,N/A
sulinga,cebuano,Not Found,N/A,N/A
sulinga,cebuano,Not Found,N/A,N/A
sulinga,cebuano,Not Found,N/A,N/A
sulipat,cebuano,Not Found,N/A,N/A
sulipat,cebuano,Not Found,N/A,N/A
sulipat,tagalog,0.4803,0.637558,-0.137558
suliping suliping,cebuano,Not Found,N/A,N/A
sulipit,cebuano,Not Found,N/A,N/A
sulirab,cebuano,Not Found,N/A,N/A
suliran,cebuano,-0.1316,0.272572,-0.272572
suliran,cebuano,-0.1316,0.272572,-0.272572
suliran,cebuano,-0.1316,0.272572,-0.272572
suliran,cebuano,-0.1316,0.272572,-0.272572
suliran,tagalog,-0.4691,0.524775,-0.524775
suliranin,tagalog,-0.1035,0.568206,-0.568206
suliranin,tagalog,-0.1035,0.568206,-0.568206
suliranin,tagalog,-0.1035,0.568206,-0.568206
suliranin,tagalog,-0.1035,0.568206,-0.568206
sulirap,cebuano,Not Found,N/A,N/A
sulirap,cebuano,Not Found,N/A,N/A
sulirat,cebuano,Not Found,N/A,N/A
sulisilit,cebuano,Not Found,N/A,N/A
sulisit,cebuano,Not Found,N/A,N/A
sulisitadur,cebuano,Not Found,N/A,N/A
sulisitur hiniral,cebuano,Not Found,N/A,N/A
sulit,cebuano,Not Found,N/A,N/A
sulit,tagalog,0.5064,0.640659,-0.140659
sulit na,tagalog,Not Found,N/A,N/A
sulitaryu,cebuano,Not Found,N/A,N/A
sulitin,tagalog,-0.0303,0.576902,-0.076902
sulitingtanong,tagalog,Not Found,N/A,N/A
suliut,cebuano,Not Found,N/A,N/A
suliut,cebuano,Not Found,N/A,N/A
suliyaw,cebuano,Not Found,N/A,N/A
suliyaw,cebuano,Not Found,N/A,N/A
suliyaw,cebuano,Not Found,N/A,N/A
sulo,cebuano,-0.3714,0.260074,0.260074
sulo,tagalog,-1.468,0.406111,0.406111
sulo,tagalog,-1.468,0.406111,0.406111
sulob,cebuano,Not Found,N/A,N/A
sulob sa kamot,cebuano,Not Found,N/A,N/A
sulod,cebuano,-1.1892,0.217453,0.282547
sulod,cebuano,-1.1892,0.217453,0.282547
sulod,cebuano,-1.1892,0.217453,0.282547
sulod,cebuano,-1.1892,0.217453,0.282547
sulod,cebuano,-1.1892,0.217453,0.282547
sulod,cebuano,-1.1892,0.217453,0.282547
sulod,cebuano,-1.1892,0.217453,0.282547
sulod,cebuano,-1.1892,0.217453,0.282547
sulod,cebuano,-1.1892,0.217453,0.282547
sulod,cebuano,-1.1892,0.217453,0.282547
sulod sa,cebuano,Not Found,N/A,N/A
sulod sa,cebuano,Not Found,N/A,N/A
sulod sa,cebuano,Not Found,N/A,N/A
sulod sa,cebuano,Not Found,N/A,N/A
sulod sa,cebuano,Not Found,N/A,N/A
sulod sa hamubong,cebuano,Not Found,N/A,N/A
sulod sa sakayan,cebuano,Not Found,N/A,N/A
sulod sa sakyanan,cebuano,Not Found,N/A,N/A
sulog,cebuano,-0.1318,0.272561,0.227439
sulogsulog,cebuano,Not Found,N/A,N/A
sulogsulog,cebuano,Not Found,N/A,N/A
sulok,tagalog,1.6402,0.775348,-0.275348
sulong,cebuano,Not Found,N/A,N/A
sulong,cebuano,Not Found,N/A,N/A
sulong,cebuano,Not Found,N/A,N/A
sulong,cebuano,Not Found,N/A,N/A
sulong,tagalog,-0.2211,0.554236,-0.554236
sulong,tagalog,-0.2211,0.554236,-0.054236
sulong latag,tagalog,Not Found,N/A,N/A
sulot,cebuano,Not Found,N/A,N/A
suloy,tagalog,-0.0844,0.570475,-0.070475
sulpa,cebuano,Not Found,N/A,N/A
sulpa,cebuano,Not Found,N/A,N/A
sulpato,cebuano,Not Found,N/A,N/A
sulpur,tagalog,-0.8192,0.483185,0.016815
sulput,cebuano,Not Found,N/A,N/A
sulsi,tagalog,-0.8499,0.479538,0.020462
sulsihan,tagalog,-0.2191,0.554473,-0.054473
sulsol,tagalog,-0.2784,0.547429,-0.547429
sulsul,cebuano,Not Found,N/A,N/A
sulsulan,tagalog,-0.169,0.560425,-0.560425
sultada,cebuano,Not Found,N/A,N/A
sultada,tagalog,0.3123,0.617601,-0.117601
sultag,tagalog,Not Found,N/A,N/A
sultan,cebuano,1.1306,0.338354,0.161646
sultan,tagalog,-0.2014,0.556576,-0.056576
sultana,cebuano,-0.1647,0.270847,0.229153
sultera,tagalog,Not Found,N/A,N/A
sultero,tagalog,Not Found,N/A,N/A
sulti,cebuano,0.2844,0.294253,-0.294253
sulti,cebuano,0.2844,0.294253,-0.294253
sulti,cebuano,0.2844,0.294253,-0.294253
sulti,cebuano,0.2844,0.294253,-0.294253
sulti,cebuano,0.2844,0.294253,-0.294253
sulti,cebuano,0.2844,0.294253,-0.294253
sulti,cebuano,0.2844,0.294253,-0.294253
sulti,cebuano,0.2844,0.294253,-0.294253
sulti,cebuano,0.2844,0.294253,-0.294253
sulti,cebuano,0.2844,0.294253,-0.294253
sulti nga walay hinungdan,cebuano,Not Found,N/A,N/A
sulti sa kaugalingon,cebuano,Not Found,N/A,N/A
sultianan,cebuano,Not Found,N/A,N/A
sultid bins,cebuano,Not Found,N/A,N/A
sultihanan,cebuano,Not Found,N/A,N/A
sultihay,cebuano,Not Found,N/A,N/A
sultihay,cebuano,Not Found,N/A,N/A
sultihay,cebuano,Not Found,N/A,N/A
sultihunon,cebuano,Not Found,N/A,N/A
sulting tulin,cebuano,Not Found,N/A,N/A
sulting yagaw,cebuano,Not Found,N/A,N/A
sultinghatud,cebuano,Not Found,N/A,N/A
sultira,cebuano,Not Found,N/A,N/A
sultiru,cebuano,Not Found,N/A,N/A
sultisulti,cebuano,Not Found,N/A,N/A
sultisulti,cebuano,Not Found,N/A,N/A
sultisulti,cebuano,Not Found,N/A,N/A
sultisulti,cebuano,Not Found,N/A,N/A
sulu,cebuano,Not Found,N/A,N/A
sulub,cebuano,Not Found,N/A,N/A
sulud,cebuano,-0.3788,0.259689,-0.259689
sulud,cebuano,-0.3788,0.259689,0.240311
suludlan,cebuano,-0.3064,0.263462,0.236538
sulug,cebuano,Not Found,N/A,N/A
sulugsulug,cebuano,Not Found,N/A,N/A
suluguon,cebuano,-0.0836,0.275073,0.224927
sulukasok,tagalog,Not Found,N/A,N/A
suluksuluk,cebuano,Not Found,N/A,N/A
sululatan sa hangyo,cebuano,Not Found,N/A,N/A
sululbaron,cebuano,Not Found,N/A,N/A
sulum,cebuano,Not Found,N/A,N/A
sulumilyu,cebuano,Not Found,N/A,N/A
sulundan,cebuano,Not Found,N/A,N/A
sulung,cebuano,Not Found,N/A,N/A
sulup,cebuano,Not Found,N/A,N/A
sulupika,tagalog,Not Found,N/A,N/A
sulusiyun,cebuano,Not Found,N/A,N/A
sulusyon,tagalog,0.2524,0.610485,-0.610485
sulut,cebuano,Not Found,N/A,N/A
sulut,cebuano,Not Found,N/A,N/A
sulut,cebuano,Not Found,N/A,N/A
sulutan,tagalog,0.4667,0.635942,-0.135942
suluwist suluwista,cebuano,Not Found,N/A,N/A
sulya,cebuano,Not Found,N/A,N/A
sulyak,tagalog,Not Found,N/A,N/A
sulyang,tagalog,Not Found,N/A,N/A
sulyap,tagalog,0.496,0.639423,-0.139423
sulyapan,tagalog,0.2217,0.606838,-0.106838
sulyaw,tagalog,Not Found,N/A,N/A
sum,cebuano,-0.1865,0.269711,0.230289
suma,cebuano,-0.082,0.275157,0.224843
suma,cebuano,-0.082,0.275157,0.224843
suma,cebuano,-0.082,0.275157,0.224843
suma,cebuano,-0.082,0.275157,0.224843
suma,tagalog,-0.5427,0.516031,-0.016031
suma,tagalog,-0.5427,0.516031,-0.016031
sumabad,tagalog,-0.0734,0.571782,-0.571782
sumabak,tagalog,0.232,0.608061,-0.608061
sumabay,tagalog,-0.366,0.537022,-0.037022
sumabik,tagalog,Not Found,N/A,N/A
sumabit,tagalog,-0.4557,0.526366,-0.026366
sumabog,tagalog,-0.4227,0.530287,-0.530287
sumabutahe,tagalog,Not Found,N/A,N/A
sumad,cebuano,0.4065,0.300616,0.199384
sumad,cebuano,0.4065,0.300616,-0.300616
sumadlak,tagalog,Not Found,N/A,N/A
sumadsad,tagalog,-0.0057,0.579824,-0.579824
sumadya,tagalog,0.027,0.583709,-0.583709
sumagabal,tagalog,0.2578,0.611126,-0.611126
sumagang,cebuano,Not Found,N/A,N/A
sumagap,tagalog,0.2181,0.60641,-0.10641
sumagasa,tagalog,-0.6356,0.504995,-0.504995
sumagi,tagalog,0.8394,0.680217,-0.180217
sumagi sa isip,tagalog,Not Found,N/A,N/A
sumagila,tagalog,Not Found,N/A,N/A
sumagip,tagalog,-0.2726,0.548118,-0.548118
sumagisag,tagalog,0.5811,0.649533,-0.149533
sumagitsit,tagalog,0.1971,0.603915,-0.603915
sumagka,tagalog,-0.3566,0.538139,-0.038139
sumagot,tagalog,-0.1228,0.565913,-0.065913
sumagotsagot,tagalog,Not Found,N/A,N/A
sumagsag,tagalog,0.1292,0.595849,-0.095849
sumaguli,tagalog,Not Found,N/A,N/A
sumagunson,tagalog,Not Found,N/A,N/A
sumagupa,tagalog,-0.2267,0.55357,-0.55357
sumagwa,tagalog,Not Found,N/A,N/A
sumagwan,tagalog,0.3789,0.625512,-0.125512
sumahin,tagalog,0.3301,0.619715,-0.119715
sumahod,tagalog,-0.8194,0.483161,0.016839
sumaid,tagalog,-0.3818,0.535145,-0.035145
sumailalim,tagalog,0.0082,0.581475,-0.081475
sumaka,tagalog,0.2237,0.607075,-0.107075
sumakal,tagalog,-0.2566,0.550018,-0.550018
sumakay,tagalog,-0.2737,0.547987,-0.047987
sumakit,tagalog,-0.4636,0.525428,-0.525428
sumaklang,tagalog,0.0984,0.59219,-0.09219
sumaklaw,tagalog,0.5815,0.64958,-0.14958
sumaklolo,tagalog,-0.1109,0.567327,-0.067327
sumaklot,tagalog,-0.1347,0.564499,-0.064499
sumakmal,tagalog,-0.1592,0.561589,-0.061589
sumakop,tagalog,0.568,0.647976,0.647976
sumaksa,tagalog,Not Found,N/A,N/A
sumaksak,tagalog,-0.1507,0.562599,-0.562599
sumaksi,tagalog,0.0685,0.588638,-0.088638
sumala,cebuano,-0.2655,0.265593,-0.265593
sumala,tagalog,0.3897,0.626795,-0.626795
sumala sa,cebuano,Not Found,N/A,N/A
sumala sa pagbabayad,tagalog,Not Found,N/A,N/A
sumala sa pagtupad,tagalog,Not Found,N/A,N/A
sumalabid,tagalog,Not Found,N/A,N/A
sumalabit sumalabits,cebuano,Not Found,N/A,N/A
sumalag,tagalog,-0.1494,0.562753,-0.562753
sumalagmak,tagalog,Not Found,N/A,N/A
sumalakay,tagalog,0.3379,0.620642,-0.620642
sumalaksak,tagalog,-0.1707,0.560223,-0.060223
sumalampak,tagalog,0.3094,0.617256,-0.117256
sumalang,tagalog,-0.088,0.570047,0.570047
sumalangsang,tagalog,-0.6142,0.507538,-0.507538
sumalansang,tagalog,-0.3061,0.544138,-0.544138
sumalanta,tagalog,0.001,0.58062,-0.58062
sumalapang,tagalog,Not Found,N/A,N/A
sumalapid,tagalog,Not Found,N/A,N/A
sumalat,tagalog,0.5964,0.65135,-0.15135
sumaldaksaldak,tagalog,Not Found,N/A,N/A
sumali,tagalog,0.6535,0.658133,-0.158133
sumalig,tagalog,0.3083,0.617125,-0.117125
sumaliksik,tagalog,0.5919,0.650816,-0.150816
sumalimbay,tagalog,-0.0357,0.57626,-0.07626
sumalipadpad,tagalog,0.3676,0.62417,-0.12417
sumalisi,tagalog,-0.0589,0.573504,0.573504
sumaliw,tagalog,0.6054,0.652419,-0.152419
sumaliwa,tagalog,Not Found,N/A,N/A
sumalo,tagalog,-0.7442,0.492094,0.007906
sumalo,tagalog,-0.7442,0.492094,0.007906
sumalok,tagalog,-0.7148,0.495587,0.004413
sumalpak,tagalog,-0.0246,0.577579,-0.077579
sumalpok,tagalog,-0.1521,0.562432,-0.562432
sumalubong,tagalog,-0.7975,0.485762,0.485762
sumaludo,tagalog,-0.0192,0.57822,0.57822
sumalunga,tagalog,0.1791,0.601777,0.601777
sumalungat,tagalog,0.1952,0.60369,-0.60369
sumama,cebuano,Not Found,N/A,N/A
sumama,tagalog,-1.2426,0.432887,-0.432887
sumama,tagalog,-1.2426,0.432887,-0.432887
sumama ang loob,tagalog,Not Found,N/A,N/A
sumama ang pakiramdam,tagalog,Not Found,N/A,N/A
sumama ang sikmura,tagalog,Not Found,N/A,N/A
sumama nang sumama,tagalog,Not Found,N/A,N/A
sumamang muli,tagalog,Not Found,N/A,N/A
sumamba,tagalog,0.2845,0.614298,0.614298
sumambilat,tagalog,Not Found,N/A,N/A
sumambot,tagalog,Not Found,N/A,N/A
sumambulat,tagalog,-0.2947,0.545492,-0.545492
sumambulat,tagalog,-0.2947,0.545492,-0.545492
sumamo,tagalog,-0.2818,0.547025,-0.547025
sumampa,tagalog,-0.2462,0.551254,-0.051254
sumampal,tagalog,-0.2365,0.552406,-0.552406
sumampalataya,tagalog,0.1115,0.593747,-0.093747
sumampilong,tagalog,Not Found,N/A,N/A
sumamsam,tagalog,-0.1108,0.567339,-0.067339
sumamsam ng sandata,tagalog,Not Found,N/A,N/A
suman,cebuano,Not Found,N/A,N/A
suman,tagalog,-0.6815,0.499543,0.000457
sumanay,tagalog,0.2597,0.611352,-0.111352
sumandal,tagalog,0.5433,0.645042,0.645042
sumandig,tagalog,0.3654,0.623909,0.623909
sumandok,tagalog,0.1078,0.593307,-0.093307
sumang,tagalog,0.3571,0.622923,-0.622923
sumanga,tagalog,-0.0924,0.569524,-0.069524
sumangasanga,tagalog,Not Found,N/A,N/A
sumangayon,tagalog,0.4986,0.639732,0.639732
sumangga,tagalog,0.0606,0.5877,-0.5877
sumangguni,tagalog,0.3576,0.622982,-0.122982
sumangil,cebuano,Not Found,N/A,N/A
sumangin,tagalog,Not Found,N/A,N/A
sumangkal,tagalog,Not Found,N/A,N/A
sumangkalan,tagalog,Not Found,N/A,N/A
sumangkot,tagalog,-0.0667,0.572577,-0.572577
sumanib,tagalog,0.5959,0.651291,-0.151291
sumansala,tagalog,-0.3827,0.535038,-0.535038
sumapat,tagalog,0.2853,0.614393,0.614393
sumapi,tagalog,0.1662,0.600245,-0.100245
sumapit,tagalog,-0.3253,0.541857,-0.041857
sumapok,tagalog,Not Found,N/A,N/A
sumapol,tagalog,0.0367,0.584861,-0.084861
sumapote,tagalog,Not Found,N/A,N/A
sumara,tagalog,-0.6659,0.501396,-0.001396
sumarap,tagalog,-0.4714,0.524501,0.524501
sumarinu,cebuano,Not Found,N/A,N/A
sumasabog,tagalog,0.084,0.59048,-0.09048
sumasagot,tagalog,-0.4682,0.524882,0.524882
sumasainyo,tagalog,0.0144,0.582212,-0.082212
sumasaiyo,tagalog,0.4646,0.635693,-0.135693
sumasakay,cebuano,Not Found,N/A,N/A
sumasakay,cebuano,Not Found,N/A,N/A
sumasakay sa tago sa bapor,cebuano,Not Found,N/A,N/A
sumasal,tagalog,Not Found,N/A,N/A
sumasalmot,cebuano,Not Found,N/A,N/A
sumasangka,cebuano,Not Found,N/A,N/A
sumasayaw,cebuano,Not Found,N/A,N/A
sumat,cebuano,-0.033,0.277711,-0.277711
sumat,cebuano,-0.033,0.277711,-0.277711
sumatin,cebuano,Not Found,N/A,N/A
sumatsat,tagalog,-0.1436,0.563442,-0.563442
sumawa,tagalog,0.1723,0.600969,-0.600969
sumawata,tagalog,-0.0418,0.575535,-0.075535
sumaway,tagalog,0.1495,0.598261,-0.598261
sumay,cebuano,Not Found,N/A,N/A
sumay,cebuano,Not Found,N/A,N/A
sumaya,tagalog,-0.034,0.576462,-0.076462
sumayad,tagalog,-0.6172,0.507181,-0.507181
sumayaw,tagalog,-0.3725,0.53625,-0.03625
sumayi,tagalog,Not Found,N/A,N/A
sumaysumay,cebuano,Not Found,N/A,N/A
sumbabay,tagalog,Not Found,N/A,N/A
sumbag,cebuano,Not Found,N/A,N/A
sumbag,cebuano,Not Found,N/A,N/A
sumbag,cebuano,Not Found,N/A,N/A
sumbag,cebuano,Not Found,N/A,N/A
sumbagay,cebuano,Not Found,N/A,N/A
sumbagay,cebuano,Not Found,N/A,N/A
sumbalihuk,cebuano,Not Found,N/A,N/A
sumbalik,cebuano,Not Found,N/A,N/A
sumbalik,cebuano,Not Found,N/A,N/A
sumbalik,cebuano,Not Found,N/A,N/A
sumbalik,cebuano,Not Found,N/A,N/A
sumbalik tubag sa pangutana,cebuano,Not Found,N/A,N/A
sumbalilo,tagalog,Not Found,N/A,N/A
sumbaling,cebuano,Not Found,N/A,N/A
sumban,cebuano,Not Found,N/A,N/A
sumbanan,cebuano,-0.2952,0.264046,0.264046
sumbanan,cebuano,-0.2952,0.264046,0.264046
sumbanan,cebuano,-0.2952,0.264046,0.264046
sumbanan,cebuano,-0.2952,0.264046,0.264046
sumbanan,cebuano,-0.2952,0.264046,0.264046
sumbang,tagalog,Not Found,N/A,N/A
sumbat,tagalog,0.616,0.653678,-0.653678
sumbatan,tagalog,-0.3754,0.535906,-0.535906
sumbi,tagalog,Not Found,N/A,N/A
sumbil,cebuano,Not Found,N/A,N/A
sumbilang,tagalog,Not Found,N/A,N/A
sumbingay,cebuano,Not Found,N/A,N/A
sumblero,tagalog,Not Found,N/A,N/A
sumbo,tagalog,Not Found,N/A,N/A
sumbol,tagalog,Not Found,N/A,N/A
sumbong,cebuano,-0.3164,0.262941,-0.262941
sumbong,cebuano,-0.3164,0.262941,-0.262941
sumbong,cebuano,-0.3164,0.262941,-0.262941
sumbong,cebuano,-0.3164,0.262941,-0.262941
sumbong,cebuano,-0.3164,0.262941,-0.262941
sumbong,cebuano,-0.3164,0.262941,-0.262941
sumbong,cebuano,-0.3164,0.262941,-0.262941
sumbong,tagalog,-0.0478,0.574823,-0.574823
sumbrero,tagalog,-0.5871,0.510757,-0.010757
sumbrerohan,tagalog,Not Found,N/A,N/A
sumbreruhan,tagalog,Not Found,N/A,N/A
sumbriya,cebuano,Not Found,N/A,N/A
sumbuhan,cebuano,Not Found,N/A,N/A
sumbung,cebuano,Not Found,N/A,N/A
sumensura,tagalog,Not Found,N/A,N/A
sumenyas,tagalog,-0.3693,0.53663,-0.03663
sumerb,tagalog,Not Found,N/A,N/A
sumibad,tagalog,-0.0047,0.579943,-0.079943
sumibad nang paitaas,tagalog,Not Found,N/A,N/A
sumibak,tagalog,0.1288,0.595802,-0.595802
sumibat,tagalog,0.1714,0.600862,-0.600862
sumibol,tagalog,-0.0671,0.57253,-0.07253
sumidhi,tagalog,-0.9154,0.471757,-0.471757
sumigaw,tagalog,0.099,0.592262,0.592262
sumige,tagalog,0.2761,0.6133,-0.1133
sumigid,tagalog,-0.3121,0.543425,-0.543425
sumigla,tagalog,-0.9024,0.473301,0.473301
sumiguro,tagalog,0.2254,0.607277,-0.107277
sumigwa,tagalog,Not Found,N/A,N/A
sumiil,tagalog,0.0415,0.585431,-0.585431
sumikad,tagalog,-0.0109,0.579206,-0.579206
sumikat,tagalog,-0.1143,0.566923,0.566923
sumikdo,tagalog,-0.1145,0.566899,-0.566899
sumikdusikdo,tagalog,Not Found,N/A,N/A
sumikip,tagalog,-0.5954,0.509771,-0.009771
sumiklab,tagalog,0.7782,0.672947,-0.672947
sumiklot,tagalog,Not Found,N/A,N/A
sumiko,tagalog,0.5714,0.64838,-0.64838
sumiksik,tagalog,0.5244,0.642797,-0.142797
sumikutsikot,tagalog,Not Found,N/A,N/A
sumil,cebuano,Not Found,N/A,N/A
sumila,tagalog,-0.1506,0.562611,-0.562611
sumilab,tagalog,-0.4791,0.523587,-0.523587
sumilakbo,tagalog,0.0861,0.590729,-0.090729
sumilang,tagalog,-0.0435,0.575334,-0.075334
sumilang na muli,tagalog,Not Found,N/A,N/A
sumilaw,tagalog,-0.264,0.549139,0.549139
sumilbato,tagalog,0.2441,0.609499,-0.109499
sumilid,tagalog,0.3204,0.618563,-0.118563
sumilid sa isip,tagalog,Not Found,N/A,N/A
sumilip,tagalog,0.3687,0.624301,-0.124301
sumilo,tagalog,Not Found,N/A,N/A
sumilong,tagalog,-0.3618,0.537521,-0.037521
sumimangot,tagalog,-0.6587,0.502251,-0.502251
sumimba,tagalog,-0.4132,0.531415,-0.031415
sumimot,tagalog,-0.0723,0.571912,-0.071912
suminag,tagalog,0.5361,0.644187,0.644187
sumindak,tagalog,0.0411,0.585384,0.585384
sumindi,tagalog,0.0562,0.587177,-0.087177
suminga,tagalog,-0.4961,0.521567,-0.521567
sumingap,tagalog,Not Found,N/A,N/A
sumingapsingap,tagalog,Not Found,N/A,N/A
sumingasing,tagalog,-0.2934,0.545647,-0.045647
sumingaw,tagalog,-0.524,0.518253,-0.518253
suminghal,tagalog,0.3774,0.625334,-0.625334
suminghot,tagalog,0.1216,0.594946,-0.094946
suminghutsinghot,tagalog,Not Found,N/A,N/A
sumingil,tagalog,-0.2035,0.556326,-0.056326
sumingkal,tagalog,Not Found,N/A,N/A
sumingkil,tagalog,Not Found,N/A,N/A
suminsay,tagalog,-0.4559,0.526343,-0.526343
suminsay,tagalog,-0.4559,0.526343,-0.526343
suminsay,tagalog,-0.4559,0.526343,-0.526343
suminta,tagalog,-0.0809,0.570891,0.570891
suminta,tagalog,-0.0809,0.570891,0.570891
sumipa,tagalog,0.0841,0.590492,-0.090492
sumipak,tagalog,Not Found,N/A,N/A
sumiphayo,tagalog,0.1386,0.596966,-0.596966
sumipi,tagalog,0.2543,0.610711,-0.110711
sumiping,tagalog,0.1098,0.593545,-0.093545
sumipit,tagalog,Not Found,N/A,N/A
sumipol,tagalog,-0.2909,0.545944,-0.045944
sumipot,tagalog,-0.7582,0.490431,0.009569
sumipsip,tagalog,-0.6276,0.505946,-0.505946
sumira,tagalog,-0.2761,0.547702,-0.547702
sumira ng loob,tagalog,Not Found,N/A,N/A
sumirko,tagalog,-0.1948,0.55736,-0.55736
sumirkosirko,tagalog,Not Found,N/A,N/A
sumisi,tagalog,0.2024,0.604545,-0.604545
sumisid,tagalog,0.0395,0.585193,-0.085193
sumisikat,tagalog,0.8618,0.682878,-0.182878
sumisingaw,tagalog,-0.1879,0.55818,-0.55818
sumita,tagalog,-0.3104,0.543627,-0.543627
sumita,tagalog,-0.3104,0.543627,-0.543627
sumitir,cebuano,Not Found,N/A,N/A
sumitsit,tagalog,0.0488,0.586298,-0.586298
sumiyap,tagalog,Not Found,N/A,N/A
sumiyasat,tagalog,-0.3198,0.542511,-0.042511
sumo,cebuano,Not Found,N/A,N/A
sumol,cebuano,Not Found,N/A,N/A
sumonda,tagalog,Not Found,N/A,N/A
sumosugod,cebuano,Not Found,N/A,N/A
sumosugot,cebuano,Not Found,N/A,N/A
sumosyo,tagalog,-0.2249,0.553784,-0.053784
sumpa,cebuano,Not Found,N/A,N/A
sumpa,tagalog,0.3564,0.622839,-0.622839
sumpaan,tagalog,0.3913,0.626985,0.626985
sumpain,tagalog,-0.0074,0.579622,-0.579622
sumpak,tagalog,-0.1908,0.557835,-0.057835
sumpaki,cebuano,Not Found,N/A,N/A
sumpaki,cebuano,Not Found,N/A,N/A
sumpaki,cebuano,Not Found,N/A,N/A
sumpaki,cebuano,Not Found,N/A,N/A
sumpaki,cebuano,Not Found,N/A,N/A
sumpaki,cebuano,Not Found,N/A,N/A
sumpal,tagalog,Not Found,N/A,N/A
sumpang,cebuano,Not Found,N/A,N/A
sumpay,cebuano,-0.3404,0.26169,0.26169
sumpay,cebuano,-0.3404,0.26169,0.26169
sumpay,cebuano,-0.3404,0.26169,0.26169
sumpay,cebuano,-0.3404,0.26169,0.26169
sumpaysumpay,cebuano,Not Found,N/A,N/A
sumping,tagalog,Not Found,N/A,N/A
sumpit,cebuano,Not Found,N/A,N/A
sumpit,tagalog,-0.7949,0.486071,0.013929
sumpo,cebuano,Not Found,N/A,N/A
sumpo,cebuano,Not Found,N/A,N/A
sumpong,tagalog,0.0374,0.584944,-0.584944
sumpu,cebuano,Not Found,N/A,N/A
sumpung,cebuano,Not Found,N/A,N/A
sumpungin,tagalog,-0.643,0.504116,-0.504116
sumpungin,tagalog,-0.643,0.504116,-0.504116
sumput,cebuano,Not Found,N/A,N/A
sumsum,cebuano,Not Found,N/A,N/A
sumu,cebuano,0.4472,0.302737,-0.302737
sumu,cebuano,0.4472,0.302737,-0.302737
sumuay,tagalog,Not Found,N/A,N/A
sumuba,tagalog,-0.1993,0.556825,-0.056825
sumubasob,tagalog,-0.2295,0.553238,-0.553238
sumubaybay,tagalog,0.164,0.599983,-0.099983
sumubo,tagalog,-1.134,0.445788,0.054212
sumubok,tagalog,-0.0001,0.580489,-0.080489
sumubpena,tagalog,Not Found,N/A,N/A
sumugat,tagalog,-0.0417,0.575547,-0.575547
sumugba,tagalog,-0.1326,0.564749,-0.564749
sumugbo,tagalog,-0.3102,0.543651,-0.043651
sumugigi,tagalog,Not Found,N/A,N/A
sumugo,tagalog,0.0159,0.58239,-0.08239
sumugod,tagalog,-0.5579,0.514226,-0.514226
sumugpo,tagalog,-0.2938,0.545599,-0.545599
sumuhol,tagalog,-0.4077,0.532069,-0.032069
sumuk,cebuano,Not Found,N/A,N/A
sumuka,tagalog,-1.5487,0.396524,-0.396524
